ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
120125,Norma Claire Thrower (Austin-),F,24,166,57,Australia,AUS,1960 Summer,1960,Summer,Roma,Athletics,Athletics Women's 80 metres Hurdles,NA
120125,Norma Claire Thrower (Austin-),F,24,166,57,Australia,AUS,1960 Summer,1960,Summer,Roma,Athletics,Athletics Women's 4 x 100 metres Relay,NA
120224,"Daniel Amedeo ""Danny"" Tiatto",M,23,170,72,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Football,Football Men's Football,NA
120230,Janet Linda Tibbits (-Blood),F,16,158,53,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,NA
120230,Janet Linda Tibbits (-Blood),F,16,158,53,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Butterfly,NA
120230,Janet Linda Tibbits (-Blood),F,16,158,53,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Butterfly,NA
120272,Patrick Tiernan,M,21,183,83,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres",NA
120349,"Christopher ""Chris"" Tillett",M,30,170,65,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Sailing,Sailing Mixed Two Person Dinghy,NA
120350,"Lynette Marie ""Lyn"" Tillett (-Jacenko)",F,19,169,60,Australia,AUS,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's Long Jump,NA
120350,"Lynette Marie ""Lyn"" Tillett (-Jacenko)",F,19,169,60,Australia,AUS,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's Pentathlon,NA
120352,"William ""Bill"" Tilley",M,33,178,69,Australia,AUS,1972 Summer,1972,Summer,Munich,Water Polo,Water Polo Men's Water Polo,NA
120393,Michele Margaret Timms,F,23,165,61,Australia,AUS,1988 Summer,1988,Summer,Seoul,Basketball,Basketball Women's Basketball,NA
120393,Michele Margaret Timms,F,31,165,61,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Basketball,Basketball Women's Basketball,Bronze
120393,Michele Margaret Timms,F,35,165,61,Australia,AUS,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Women's Basketball,Silver
120418,Rick Timperi,M,25,178,81,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Light-Heavyweight,NA
120418,Rick Timperi,M,29,178,81,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Light-Heavyweight,NA
120440,Brian Richardson Tink,M,17,175,51,Australia,AUS,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Bantamweight,NA
120446,Stuart Brian Tinney,M,35,180,71,Australia,AUS,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
120446,Stuart Brian Tinney,M,39,180,71,Australia,AUS,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",NA
120446,Stuart Brian Tinney,M,39,180,71,Australia,AUS,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",NA
120446,Stuart Brian Tinney,M,51,180,71,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",NA
120446,Stuart Brian Tinney,M,51,180,71,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
120467,Dennis Robert Tipping,M,20,183,62,Australia,AUS,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 100 metres,NA
120467,Dennis Robert Tipping,M,20,183,62,Australia,AUS,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 200 metres,NA
120536,Natalie Lorraine Titcume,F,24,184,85,Australia,AUS,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Bronze
120536,Natalie Lorraine Titcume,F,28,184,85,Australia,AUS,2004 Summer,2004,Summer,Athina,Softball,Softball Women's Softball,Silver
120536,Natalie Lorraine Titcume,F,32,184,85,Australia,AUS,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,Bronze
120657,Brendan Todd,M,22,186,71,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Sailing,Sailing Men's Windsurfer,NA
120813,"Donald Cecil ""Don"" Tolhurst",M,27,170,60,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",NA
120813,"Donald Cecil ""Don"" Tolhurst",M,27,170,60,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",NA
120813,"Donald Cecil ""Don"" Tolhurst",M,31,170,60,Australia,AUS,1960 Summer,1960,Summer,Roma,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",NA
120813,"Donald Cecil ""Don"" Tolhurst",M,31,170,60,Australia,AUS,1960 Summer,1960,Summer,Roma,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",NA
120813,"Donald Cecil ""Don"" Tolhurst",M,31,170,60,Australia,AUS,1960 Summer,1960,Summer,Roma,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",NA
120813,"Donald Cecil ""Don"" Tolhurst",M,35,170,60,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",NA
120813,"Donald Cecil ""Don"" Tolhurst",M,39,170,60,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Shooting,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",NA
120837,Marianna Tolo,F,27,195,86,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,NA
120870,Martin George Tomanovits,M,23,185,87,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Eights,NA
120918,Carol Tomcala,F,41,172,63,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Shooting,"Shooting Women's Air Pistol, 10 metres",NA
120918,Carol Tomcala,F,41,172,63,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Shooting,"Shooting Women's Sporting Pistol, 25 metres",NA
120931,Bernard Tomic,M,19,195,90,Australia,AUS,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Singles,NA
120932,Josephine Tomic,F,23,175,66,Australia,AUS,2012 Summer,2012,Summer,London,Cycling,Cycling Women's Team Pursuit,NA
120958,James Bruce Tomkins,M,23,199,98,Australia,AUS,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Coxed Eights,NA
120958,James Bruce Tomkins,M,26,199,98,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxless Fours,Gold
120958,James Bruce Tomkins,M,30,199,98,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Coxless Fours,Gold
120958,James Bruce Tomkins,M,35,199,98,Australia,AUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxless Pairs,Bronze
120958,James Bruce Tomkins,M,38,199,98,Australia,AUS,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxless Pairs,Gold
120958,James Bruce Tomkins,M,42,199,98,Australia,AUS,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxed Eights,NA
120964,Ian Ross Tomlinson,M,24,187,70,Australia,AUS,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Long Jump,NA
120964,Ian Ross Tomlinson,M,24,187,70,Australia,AUS,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's Triple Jump,NA
120964,Ian Ross Tomlinson,M,28,187,70,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Long Jump,NA
120964,Ian Ross Tomlinson,M,28,187,70,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Triple Jump,NA
120967,"Raymond John ""Ray"" Tomlinson",M,24,198,93,Australia,AUS,1972 Summer,1972,Summer,Munich,Basketball,Basketball Men's Basketball,NA
120967,"Raymond John ""Ray"" Tomlinson",M,28,198,93,Australia,AUS,1976 Summer,1976,Summer,Montreal,Basketball,Basketball Men's Basketball,NA
121023,Emma Kate Tonegato,F,21,165,63,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Gold
121024,"Marcus Lyndon ""Mark"" Tonelli (Leembruggen-)",M,19,181,66,Australia,AUS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
121024,"Marcus Lyndon ""Mark"" Tonelli (Leembruggen-)",M,19,181,66,Australia,AUS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 100 metres Backstroke,NA
121024,"Marcus Lyndon ""Mark"" Tonelli (Leembruggen-)",M,19,181,66,Australia,AUS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 200 metres Backstroke,NA
121024,"Marcus Lyndon ""Mark"" Tonelli (Leembruggen-)",M,23,181,66,Australia,AUS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 100 metres Freestyle,NA
121024,"Marcus Lyndon ""Mark"" Tonelli (Leembruggen-)",M,23,181,66,Australia,AUS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA
121024,"Marcus Lyndon ""Mark"" Tonelli (Leembruggen-)",M,23,181,66,Australia,AUS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 100 metres Backstroke,NA
121024,"Marcus Lyndon ""Mark"" Tonelli (Leembruggen-)",M,23,181,66,Australia,AUS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 200 metres Backstroke,NA
121024,"Marcus Lyndon ""Mark"" Tonelli (Leembruggen-)",M,23,181,66,Australia,AUS,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
121056,Shane Tonkin,M,25,190,95,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Baseball,Baseball Men's Baseball,NA
121080,Tia-Clair Toomey,F,23,158,60,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Lightweight,NA
121083,Michael Toon,M,25,168,55,Australia,AUS,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Bronze
121088,Liane Marianne Tooth,F,22,159,55,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Women's Hockey,NA
121088,Liane Marianne Tooth,F,26,159,55,Australia,AUS,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Women's Hockey,Gold
121088,Liane Marianne Tooth,F,30,159,55,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Women's Hockey,NA
121088,Liane Marianne Tooth,F,34,159,55,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Women's Hockey,Gold
121114,Nikolai David Topor-Stanley,M,23,189,86,Australia,AUS,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,NA
121125,Edwina Tops-Alexander,F,34,164,50,Australia,AUS,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Jumping, Individual",NA
121125,Edwina Tops-Alexander,F,34,164,50,Australia,AUS,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Jumping, Team",NA
121125,Edwina Tops-Alexander,F,38,164,50,Australia,AUS,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Jumping, Individual",NA
121125,Edwina Tops-Alexander,F,38,164,50,Australia,AUS,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Jumping, Team",NA
121125,Edwina Tops-Alexander,F,42,164,50,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Individual",NA
121125,Edwina Tops-Alexander,F,42,164,50,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",NA
121181,"Laszlo ""Les"" Tornallyay",M,33,181,75,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Men's Sabre, Individual",NA
121181,"Laszlo ""Les"" Tornallyay",M,33,181,75,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Men's Sabre, Team",NA
121487,"Khuloud ""Loudy"" Tourky-Wiggins",F,17,147,45,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Diving,Diving Women's Springboard,NA
121487,"Khuloud ""Loudy"" Tourky-Wiggins",F,21,147,45,Australia,AUS,2000 Summer,2000,Summer,Sydney,Diving,Diving Women's Platform,NA
121487,"Khuloud ""Loudy"" Tourky-Wiggins",F,21,147,45,Australia,AUS,2000 Summer,2000,Summer,Sydney,Diving,Diving Women's Synchronized Springboard,NA
121487,"Khuloud ""Loudy"" Tourky-Wiggins",F,21,147,45,Australia,AUS,2000 Summer,2000,Summer,Sydney,Diving,Diving Women's Synchronized Platform,Bronze
121487,"Khuloud ""Loudy"" Tourky-Wiggins",F,25,147,45,Australia,AUS,2004 Summer,2004,Summer,Athina,Diving,Diving Women's Springboard,NA
121487,"Khuloud ""Loudy"" Tourky-Wiggins",F,25,147,45,Australia,AUS,2004 Summer,2004,Summer,Athina,Diving,Diving Women's Platform,Bronze
121487,"Khuloud ""Loudy"" Tourky-Wiggins",F,25,147,45,Australia,AUS,2004 Summer,2004,Summer,Athina,Diving,Diving Women's Synchronized Platform,NA
121487,"Khuloud ""Loudy"" Tourky-Wiggins",F,33,147,45,Australia,AUS,2012 Summer,2012,Summer,London,Diving,Diving Women's Synchronized Platform,NA
121537,Julie Gail Towers (-Richardson),F,23,165,62,Australia,AUS,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Women's Hockey,Gold
121537,Julie Gail Towers (-Richardson),F,27,165,62,Australia,AUS,2004 Summer,2004,Summer,Athina,Hockey,Hockey Women's Hockey,NA
121555,Glenn Thomas Townsend,M,22,197,98,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Water Polo,Water Polo Men's Water Polo,NA
121555,Glenn Thomas Townsend,M,26,197,98,Australia,AUS,1988 Summer,1988,Summer,Seoul,Water Polo,Water Polo Men's Water Polo,NA
121555,Glenn Thomas Townsend,M,30,197,98,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Water Polo,Water Polo Men's Water Polo,NA
121563,Carole Mary Toy,F,28,164,61,Australia,AUS,1976 Summer,1976,Summer,Montreal,Archery,Archery Women's Individual,NA
121563,Carole Mary Toy,F,32,164,61,Australia,AUS,1980 Summer,1980,Summer,Moskva,Archery,Archery Women's Individual,NA
121619,John Trail,M,32,180,83,Australia,AUS,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",NA
121624,"Frederick Edward ""Ted"" Trainer",M,23,183,78,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Individual All-Around,NA
121624,"Frederick Edward ""Ted"" Trainer",M,23,183,78,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Team All-Around,NA
121624,"Frederick Edward ""Ted"" Trainer",M,23,183,78,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Floor Exercise,NA
121624,"Frederick Edward ""Ted"" Trainer",M,23,183,78,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Horse Vault,NA
121624,"Frederick Edward ""Ted"" Trainer",M,23,183,78,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Parallel Bars,NA
121624,"Frederick Edward ""Ted"" Trainer",M,23,183,78,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Horizontal Bar,NA
121624,"Frederick Edward ""Ted"" Trainer",M,23,183,78,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Rings,NA
121624,"Frederick Edward ""Ted"" Trainer",M,23,183,78,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Pommelled Horse,NA
121672,"Daniel John ""Dan"" Tranter",M,20,193,80,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 200 metres Individual Medley,NA
121672,"Daniel John ""Dan"" Tranter",M,20,193,80,Australia,AUS,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 400 metres Individual Medley,NA
121725,Lee Gary Trautsch,M,25,177,65,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Light-Welterweight,NA
121774,Christine Mary Trefry,F,45,179,74,Australia,AUS,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Women's Sporting Pistol, 25 metres",NA
121800,John Francis Treloar,M,20,192,84,Australia,AUS,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 100 metres,NA
121800,John Francis Treloar,M,20,192,84,Australia,AUS,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 200 metres,NA
121800,John Francis Treloar,M,20,192,84,Australia,AUS,1948 Summer,1948,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,NA
121800,John Francis Treloar,M,24,192,84,Australia,AUS,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,NA
121800,John Francis Treloar,M,24,192,84,Australia,AUS,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 200 metres,NA
121811,John Desmond Tremelling,M,31,179,78,Australia,AUS,1960 Summer,1960,Summer,Roma,Shooting,"Shooting Men's Free Pistol, 50 metres",NA
121812,Michelle Tremelling,F,31,165,89,Australia,AUS,2000 Summer,2000,Summer,Sydney,Archery,Archery Women's Individual,NA
121812,Michelle Tremelling,F,31,165,89,Australia,AUS,2000 Summer,2000,Summer,Sydney,Archery,Archery Women's Team,NA
121822,Jessica Trengove,F,24,166,52,Australia,AUS,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Marathon,NA
121822,Jessica Trengove,F,28,166,52,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,NA
121832,Daniel Trenton,M,23,180,86,Australia,AUS,2000 Summer,2000,Summer,Sydney,Taekwondo,Taekwondo Men's Heavyweight,Silver
121832,Daniel Trenton,M,27,180,86,Australia,AUS,2004 Summer,2004,Summer,Athina,Taekwondo,Taekwondo Men's Welterweight,NA
121875,John Kenneth Trevorrow,M,23,170,67,Australia,AUS,1972 Summer,1972,Summer,Munich,Cycling,"Cycling Men's Road Race, Individual",NA
121875,John Kenneth Trevorrow,M,23,170,67,Australia,AUS,1972 Summer,1972,Summer,Munich,Cycling,Cycling Men's 100 kilometres Team Time Trial,NA
121914,Hannah Trigger,F,27,167,60,Australia,AUS,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Women's Halfpipe,NA
121925,Andrew Lawrence Trim,M,23,178,84,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",NA
121925,Andrew Lawrence Trim,M,23,178,84,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",NA
121925,Andrew Lawrence Trim,M,27,178,84,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Bronze
121925,Andrew Lawrence Trim,M,31,178,84,Australia,AUS,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Silver
121934,Susan Maree Trindall,F,21,176,65,Australia,AUS,2004 Summer,2004,Summer,Athina,Shooting,Shooting Women's Double Trap,NA
122003,James Troisi,M,20,177,76,Australia,AUS,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,NA
122042,Lee Joseph Troop,M,27,178,56,Australia,AUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Marathon,NA
122042,Lee Joseph Troop,M,31,178,56,Australia,AUS,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Marathon,NA
122042,Lee Joseph Troop,M,35,178,56,Australia,AUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Marathon,NA
122090,Gary Trowell,M,25,179,67,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Cycling,"Cycling Men's Road Race, Individual",NA
122090,Gary Trowell,M,25,179,67,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Cycling,Cycling Men's 100 kilometres Team Time Trial,NA
122177,Deborah Jiahui Tsai,F,21,162,52,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,NA
122259,Peter Nectario Tsekenis,M,22,183,78,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Football,Football Men's Football,NA
122468,Gerard Tubier,M,25,180,65,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Men's Foil, Team",NA
122485,Kenrick Gregory Tucker,M,21,183,90,Australia,AUS,1980 Summer,1980,Summer,Moskva,Cycling,Cycling Men's Sprint,NA
122485,Kenrick Gregory Tucker,M,21,183,90,Australia,AUS,1980 Summer,1980,Summer,Moskva,Cycling,"Cycling Men's 1,000 metres Time Trial",NA
122485,Kenrick Gregory Tucker,M,25,183,90,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Cycling,Cycling Men's Sprint,NA
122488,Michael Tucker,M,21,198,87,Australia,AUS,1976 Summer,1976,Summer,Montreal,Basketball,Basketball Men's Basketball,NA
122488,Michael Tucker,M,25,198,87,Australia,AUS,1980 Summer,1980,Summer,Moskva,Basketball,Basketball Men's Basketball,NA
122628,Scott Tunkin,M,22,175,80,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Baseball,Baseball Men's Baseball,NA
122751,Mark David Turnbull,M,26,185,70,Australia,AUS,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Men's Two Person Dinghy,Gold
122755,Wendy May Turnbull,F,35,163,55,Australia,AUS,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Women's Singles,NA
122755,Wendy May Turnbull,F,35,163,55,Australia,AUS,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Women's Doubles,Bronze
122758,Amy Turner,F,32,168,64,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Gold
122762,Bodi Turner,M,21,180,81,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's BMX,NA
122766,Charles Turner,M,23,186,92,Australia,AUS,1976 Summer,1976,Summer,Montreal,Water Polo,Water Polo Men's Water Polo,NA
122766,Charles Turner,M,27,186,92,Australia,AUS,1980 Summer,1980,Summer,Moskva,Water Polo,Water Polo Men's Water Polo,NA
122766,Charles Turner,M,31,186,92,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Water Polo,Water Polo Men's Water Polo,NA
122776,Glenn Turner,M,28,179,82,Australia,AUS,2012 Summer,2012,Summer,London,Hockey,Hockey Men's Hockey,Bronze
122776,Glenn Turner,M,32,179,82,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,NA
122791,Michael Turner,M,29,188,80,Australia,AUS,1980 Summer,1980,Summer,Moskva,Water Polo,Water Polo Men's Water Polo,NA
122791,Michael Turner,M,33,188,80,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Water Polo,Water Polo Men's Water Polo,NA
122802,"Thomas John ""Tom"" Turner",M,31,187,100,Australia,AUS,2004 Summer,2004,Summer,Athina,Shooting,Shooting Men's Double Trap,NA
122818,Jenny Lynnette Turrall (-Wetton),F,16,166,64,Australia,AUS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 400 metres Freestyle,NA
122818,Jenny Lynnette Turrall (-Wetton),F,16,166,64,Australia,AUS,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 800 metres Freestyle,NA
122822,Spencer Turrin,M,24,190,92,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Pairs,NA
122831,Michael Colin Turtur,M,26,178,78,Australia,AUS,1984 Summer,1984,Summer,Los Angeles,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
122866,Aden Tutton,M,28,182,81,Australia,AUS,2012 Summer,2012,Summer,London,Volleyball,Volleyball Men's Volleyball,NA
122868,Ian Victor Tutty,M,23,180,73,Australia,AUS,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Double Sculls,NA
122922,Melanie Helen Twitt-Wells,F,26,152,52,Australia,AUS,2004 Summer,2004,Summer,Athina,Hockey,Hockey Women's Hockey,NA
122922,Melanie Helen Twitt-Wells,F,30,152,52,Australia,AUS,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,NA
122927,Ryan Tyack,M,25,186,102,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Men's Individual,NA
122927,Ryan Tyack,M,25,186,102,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Men's Team,Bronze
122946,Lucy Tyler-Sharman,F,31,177,72,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Cycling,Cycling Women's Points Race,Bronze
123107,Gary Uebergang,M,25,193,93,Australia,AUS,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Coxed Eights,NA
123369,"Christopher Mark ""Chris"" Unthank",M,23,182,64,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Athletics,"Athletics Men's 3,000 metres Steeplechase",NA
123369,"Christopher Mark ""Chris"" Unthank",M,28,182,64,Australia,AUS,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Men's 3,000 metres Steeplechase",NA
123380,Zoe Uphill,F,25,183,71,Australia,AUS,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Quadruple Sculls,NA
123396,Simon Upton,M,19,198,82,Australia,AUS,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 100 metres Backstroke,NA
123396,Simon Upton,M,19,198,82,Australia,AUS,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 200 metres Backstroke,NA
123643,Andrew Utting,M,26,187,98,Australia,AUS,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Silver
123761,"Robert Andrew ""Bob"" Vagg",M,24,173,62,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Marathon,NA
123762,Richard Barrie Vagg,M,28,180,67,Australia,AUS,1996 Summer,1996,Summer,Atlanta,Baseball,Baseball Men's Baseball,NA
123822,George Vakakis,M,20,172,81,Australia,AUS,1964 Summer,1964,Summer,Tokyo,Weightlifting,Weightlifting Men's Light-Heavyweight,NA
123835,Luis Val,M,28,178,78,Australia,AUS,1988 Summer,1988,Summer,Seoul,Judo,Judo Men's Half-Middleweight,NA
123976,Carl Valeri,M,19,186,76,Australia,AUS,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,NA
124182,"Hidde ""Shane"" Van Beest",M,21,206,110,Australia,AUS,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Men's Volleyball,NA
124182,"Hidde ""Shane"" Van Beest",M,25,206,110,Australia,AUS,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Men's Volleyball,NA
124217,Rodney Van Buizen,M,19,180,92,Australia,AUS,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,NA
